school,test_type,chart_id,chart_title,series,category,value
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,14.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,19.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,36.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,4.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,6.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,9.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,11.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,9.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,19.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,17.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,24.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,15.0
Walker Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,30.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,2.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,6.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,7.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,3.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,2.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,4.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,10.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,14.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,17.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,26.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,4.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,11.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,6.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,6.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,13.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,9.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,7.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,6.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,12.0
Walker Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,21.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,0-9,7.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,10-19,10.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,20-29,9.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,30-39,27.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,40-49,20.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,50-59,32.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,60-69,23.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,70-79,24.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,80-89,53.0
Walker Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,90-99,67.0
Walker Elementary School,i-Ready Math,ast-graph-3,"i-Ready Math — Percent Progress to Annual Typical Growth (counts, 10-pt bins)",,0-9,272.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,11.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,12.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,13.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,14.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,12.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,12.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,18.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,29.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,25.0
Washington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,49.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,10.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,8.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,11.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,16.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,11.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,27.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,15.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,33.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,14.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,41.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,17.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,19.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,12.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,8.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,19.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,23.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,17.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,16.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,29.0
Washington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,26.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,12.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,11.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,16.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,13.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,16.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,13.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,19.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,16.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,27.0
Washington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,24.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,7.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,7.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,6.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,4.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,5.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,6.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,10.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,13.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,14.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,34.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,5.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,5.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,7.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,10.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,8.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,9.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,10.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,13.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,13.0
Washington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,27.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,18.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,18.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,20.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,11.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,11.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,4.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,5.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,2.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,3.0
Washington Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,6.0
Washington Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,5.0
Washington Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,8.0
Washington Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,4.0
Washington Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,6.0
